duration,spectral_centroid_mean,spectral_rolloff_mean,tempo,mfcc1,mfcc2,mfcc3,loudness_mean,key,mode,time_signature,chroma_mean,genre,filename
30.013333333333332,1784.1226412753101,3805.7230301080335,[123.046875],-113.59882,121.57067,-19.162262,0.13018432,7,1,4,"[0.5741898417472839, 0.5125163793563843, 0.48073989152908325, 0.37567365169525146, 0.4870917499065399, 0.5615240335464478, 0.6378369927406311, 0.6885263919830322, 0.499088853597641, 0.5204370617866516, 0.5481217503547668, 0.5681557655334473]",blues,blues.00000.au
30.013333333333332,1530.261766989378,3550.7136156830047,[67.99958882],-207.52383,123.98514,8.947019,0.09590782,7,1,3,"[0.49916622042655945, 0.3620874881744385, 0.4035336673259735, 0.30053991079330444, 0.3899329602718353, 0.48011451959609985, 0.513827383518219, 0.8419348001480103, 0.5577094554901123, 0.5016831159591675, 0.4785413146018982, 0.3921962082386017]",blues,blues.00001.au
30.013333333333332,1552.8324814348227,3042.4101154654873,[161.49902344],-90.757164,140.44087,-29.084547,0.17547321,4,1,3,"[0.33245912194252014, 0.2883918881416321, 0.4177938997745514, 0.4117070138454437, 0.705133855342865, 0.4154309034347534, 0.4256632328033447, 0.4448411166667938, 0.3627092242240906, 0.4773845672607422, 0.38459834456443787, 0.658345103263855]",blues,blues.00002.au
30.013333333333332,1070.1534175250663,2184.8790286035382,[63.02400915],-199.57513,150.0861,5.663404,0.14104027,4,1,4,"[0.23859156668186188, 0.21072760224342346, 0.3662146329879761, 0.4160856306552887, 0.6506254076957703, 0.3312848210334778, 0.2129094898700714, 0.19661855697631836, 0.20960325002670288, 0.2252776175737381, 0.2670831084251404, 0.4776710867881775]",blues,blues.00003.au
30.013333333333332,1835.1285127725687,3579.9574708164155,[135.99917763],-160.35417,126.20948,-35.581394,0.09150122,5,1,4,"[0.42484357953071594, 0.5912541151046753, 0.4972783029079437, 0.35176199674606323, 0.5481645464897156, 0.736052393913269, 0.33672699332237244, 0.40619221329689026, 0.4223044514656067, 0.6557207703590393, 0.6543362140655518, 0.33941850066185]",blues,blues.00004.au
30.013333333333332,1832.0115969728529,3481.4676306917054,[69.83741554],-177.80174,118.20316,-17.57063,0.103452876,2,1,3,"[0.3596016764640808, 0.42094048857688904, 0.7517243027687073, 0.25694870948791504, 0.24719524383544922, 0.31080567836761475, 0.39022526144981384, 0.5858627557754517, 0.28398004174232483, 0.3630351424217224, 0.39764702320098877, 0.398983359336853]",blues,blues.00005.au
30.013333333333332,1459.4696908114731,2795.910729498985,[71.77734375],-190.0688,130.27023,-36.362114,0.14175196,5,1,4,"[0.47658035159111023, 0.2303939312696457, 0.2246251404285431, 0.2712250351905823, 0.3668740391731262, 0.6583071947097778, 0.25635313987731934, 0.2467816174030304, 0.43358948826789856, 0.5302830934524536, 0.4626156985759735, 0.36771950125694275]",blues,blues.00006.au
30.013333333333332,1451.8594137957502,2955.3197165929523,[92.28515625],-179.3723,136.44833,-26.662588,0.13176751,9,1,4,"[0.3369973599910736, 0.3968183100223541, 0.3147980272769928, 0.30717918276786804, 0.42633217573165894, 0.427067369222641, 0.24026837944984436, 0.32030194997787476, 0.4011980891227722, 0.7234523892402649, 0.65874844789505, 0.32829543948173523]",blues,blues.00007.au
30.013333333333332,1719.4633657271252,3782.441190998405,[83.35433468],-121.38979,122.49833,-14.734729,0.14232728,4,1,4,"[0.5806083679199219, 0.3468415141105652, 0.4693962633609772, 0.37160947918891907, 0.7169255614280701, 0.4923982620239258, 0.38412928581237793, 0.3829495310783386, 0.4186829626560211, 0.45299121737480164, 0.4536299407482147, 0.6866385340690613]",blues,blues.00008.au
30.013333333333332,1817.2305900912734,3943.8319655416185,[80.74951172],-213.26424,115.16476,-11.69817,0.08128055,2,1,4,"[0.4080789387226105, 0.43578243255615234, 0.6338208317756653, 0.27149248123168945, 0.3733072578907013, 0.37694838643074036, 0.28226152062416077, 0.5777236819267273, 0.3703213632106781, 0.2850201427936554, 0.30812788009643555, 0.3651045560836792]",blues,blues.00009.au
30.013333333333332,1410.0234234402553,2765.967419971723,[161.49902344],-173.81046,137.17355,-23.723032,0.14278811,5,1,3,"[0.47939151525497437, 0.3075270354747772, 0.3947790861129761, 0.5200548768043518, 0.5637081265449524, 0.7088463306427002, 0.4173790216445923, 0.4643805921077728, 0.37879738211631775, 0.35433438420295715, 0.4273790717124939, 0.395561546087265]",blues,blues.00010.au
30.013333333333332,1352.7427097237671,2880.9110920279873,[161.49902344],-287.9319,124.010765,5.4674478,0.06570574,4,1,4,"[0.1984458714723587, 0.18441501259803772, 0.2346029281616211, 0.3770189881324768, 0.7803396582603455, 0.2825073301792145, 0.22236862778663635, 0.28905218839645386, 0.25583207607269287, 0.28908658027648926, 0.29538875818252563, 0.38763102889060974]",blues,blues.00011.au
30.013333333333332,1360.6856016703396,2738.8302548578886,[184.5703125],-207.2383,132.82741,-15.45408,0.118989594,11,1,4,"[0.38735562562942505, 0.3827739953994751, 0.4268265962600708, 0.3848784863948822, 0.36350545287132263, 0.4437448978424072, 0.5479762554168701, 0.2619360685348511, 0.3483305275440216, 0.3354681730270386, 0.3268492817878723, 0.8203815221786499]",blues,blues.00012.au
30.013333333333332,1324.5278252945684,2711.4849187935033,[107.66601562],-209.80392,124.46476,10.309394,0.113129914,10,1,4,"[0.3788910210132599, 0.40933957695961, 0.42833411693573, 0.347601056098938, 0.3597208857536316, 0.5479186177253723, 0.4375317096710205, 0.35436755418777466, 0.4681771695613861, 0.40892308950424194, 0.8499900102615356, 0.6270173192024231]",blues,blues.00013.au
30.013333333333332,1171.967431930455,2344.9874700913574,[151.99908088],-305.66437,113.07102,12.107334,0.066998236,11,1,3,"[0.5568762421607971, 0.4880591630935669, 0.6323179602622986, 0.41424041986465454, 0.4129663109779358, 0.5557934641838074, 0.436540424823761, 0.3121193051338196, 0.2985571324825287, 0.30801844596862793, 0.43785837292671204, 0.7337148785591125]",blues,blues.00014.au
30.013333333333332,1420.4385714343975,2930.239280470563,[103.359375],-238.51962,120.10219,-4.2219477,0.0806058,11,1,4,"[0.45460066199302673, 0.47590047121047974, 0.5011902451515198, 0.45605573058128357, 0.5132668614387512, 0.48697948455810547, 0.46654632687568665, 0.2805449068546295, 0.39568838477134705, 0.3669242560863495, 0.5437839031219482, 0.6725929975509644]",blues,blues.00015.au
30.013333333333332,1455.0726339660955,3010.010388721723,[198.76802885],-233.77281,120.66434,-3.1640923,0.081422575,9,1,3,"[0.5114170908927917, 0.546891450881958, 0.4212515354156494, 0.5199265480041504, 0.63704913854599, 0.5072438716888428, 0.4878542423248291, 0.4450519382953644, 0.5337350368499756, 0.6383030414581299, 0.42121532559394836, 0.49238812923431396]",blues,blues.00016.au
30.013333333333332,1089.0053435041514,2135.41761075261,[172.265625],-245.68724,140.48125,-2.7912185,0.09327623,9,1,4,"[0.5092534422874451, 0.45177972316741943, 0.3756200969219208, 0.3882790803909302, 0.5285602807998657, 0.4645833671092987, 0.561596155166626, 0.3961741626262665, 0.536160409450531, 0.652599573135376, 0.3540138900279999, 0.526801586151123]",blues,blues.00017.au
30.013333333333332,1537.4913865266897,3495.331815998405,[83.35433468],-252.48178,104.94516,15.296445,0.07967066,5,1,4,"[0.395759254693985, 0.43607741594314575, 0.42571812868118286, 0.3676472306251526, 0.41733109951019287, 0.6350672841072083, 0.5302478075027466, 0.4405907988548279, 0.5023249983787537, 0.40585410594940186, 0.5260607600212097, 0.4910140931606293]",blues,blues.00018.au
30.013333333333332,1195.4981309471507,2235.6144526718385,[123.046875],-236.67947,138.4056,-4.9304795,0.09761591,9,1,4,"[0.45526227355003357, 0.49432411789894104, 0.42436304688453674, 0.42451155185699463, 0.5360270738601685, 0.3312743306159973, 0.36089780926704407, 0.36791113018989563, 0.5214168429374695, 0.6739166975021362, 0.33712929487228394, 0.4052554965019226]",blues,blues.00019.au
30.013333333333332,1390.3828142454302,3006.1467358794953,[135.99917763],-230.36378,127.07773,7.1146965,0.07542555,11,1,4,"[0.5346463322639465, 0.4839782416820526, 0.4351063072681427, 0.4432778060436249, 0.7042602896690369, 0.4672830402851105, 0.4879527688026428, 0.4486028254032135, 0.5312489867210388, 0.3925583064556122, 0.35985812544822693, 0.7275393009185791]",blues,blues.00020.au
30.013333333333332,1046.775126610449,1831.2215641313805,[99.38401442],-264.67126,138.85434,11.167329,0.1010843,6,1,4,"[0.37890151143074036, 0.4011378586292267, 0.2749617397785187, 0.318889319896698, 0.2893679738044739, 0.5923773646354675, 0.7179226279258728, 0.29545697569847107, 0.41685235500335693, 0.3815084993839264, 0.33333075046539307, 0.4915767312049866]",blues,blues.00021.au
