genre,filename,duration,spectral_centroid_mean,spectral_rolloff_mean,tempo,mfcc1,mfcc2,mfcc3,loudness_mean
Rap,TRAAAAW128F429D538.h5,218.93179,4.161966357706831,0.3652520597322348,92.198,41.51277754891865,15.66293614830072,-5.789681771369723,-13.578341915550975
Pop_Rock,TRAAABD128F429CF47.h5,148.03546,7.505631212121213,0.2962586363636363,121.274,43.07103636363636,-4.03539090909091,23.572292727272725,-12.450609090909092
Latin,TRAAADZ128F9348C2E.h5,177.47546,2.0853174673784105,0.3095817022538553,100.07,45.13081494661921,-76.82332562277581,50.78732918149467,-11.091419928825625
Pop_Rock,TRAAAEF128F4273421.h5,233.40363,10.639869671132764,0.3677166057653268,119.293,45.80025578562728,41.14898660170524,57.59929476248478,-11.114934226552984
Pop_Rock,TRAAAFD128F92F423A.h5,209.60608,6.465444279346211,0.401212852897474,129.738,50.25155423476969,27.84558395245171,47.09130312035661,-6.513164933135215
Rap,TRAAAMQ128F1460CD3.h5,114.78159,5.20291042966043,0.3623466735966736,111.787,30.791465696465696,6.381634095634097,14.74064449064449,-23.67464864864865
Pop_Rock,TRAAARJ128F9320760.h5,269.81832,2.95261120248538,0.4056906067251462,86.643,40.64354495614035,6.281907894736842,34.655208333333334,-16.50077960526316
Pop_Rock,TRAAAVO128F93133D4.h5,218.77506,2.727653552694325,0.307823438245112,146.765,45.28118597997138,41.84346638054363,13.441207439198855,-11.88678111587983
Latin,TRAABDL12903CAABBA.h5,226.35057,0.870059818056986,0.3237565224854102,130.04,47.04520288362513,-5.38096395468589,-25.399665293511845,-7.61751184346035
RnB,TRAABJV128F1460C49.h5,307.3824,11.853899263091876,0.3010674192536846,125.197,45.74714769520225,44.7006839134525,22.545369708372533,-10.419097836312323
Pop_Rock,TRAABLR128F423B7E3.h5,491.12771,-0.7293111691236691,0.3237161138411138,119.826,42.3850515970516,-59.65618181818181,0.4323445945945968,-12.976754914004914
New Age,TRAABNV128F425CEE1.h5,228.5971,5.019110112755461,0.365783386187456,127.756,35.481005285412266,-4.825313953488372,16.11097357293869,-19.75109513742072
Rock,TRAABVM128F92CA9DC.h5,290.29832,5.5319453125,0.2628457532051282,150.062,48.6055889423077,43.27674278846154,9.995780048076922,-8.013008413461538
Pop_Rock,TRAABXG128F9318EBD.h5,165.69424,1.7543133333333334,0.2546265277777778,138.331,47.35904166666667,-10.984938333333332,10.48047,-9.412928333333332
Pop_Rock,TRAABYW128F4244559.h5,220.78649,4.271743357487922,0.3187662037037037,110.382,43.290770531400966,-28.0559577294686,33.27865579710145,-12.715891304347828
Pop_Rock,TRAACER128F4290F96.h5,207.77751,4.487929879462216,0.4778067918405192,166.862,50.89835048678721,17.60930598052851,32.17199026425591,-6.155221140472878
Rock_Metal,TRAACHN128F1489601.h5,225.09669,8.858962760416667,0.4790321614583333,164.672,50.0497515625,46.0625828125,54.0454109375,-7.682428124999999
Jazz_Latin,TRAACNS128F14A2DF5.h5,168.25424,6.814811896135265,0.3233149154589372,127.025,42.87678985507246,13.829226449275362,-5.379338768115942,-12.159998188405796
Pop_Rock,TRAACOW128F933E35F.h5,156.39465,0.636567588325653,0.345602534562212,95.957,35.62461520737327,-93.52081566820276,69.42155990783411,-20.746875576036867
RnB,TRAACPE128F421C1B9.h5,342.56934,-1.4395214604236346,0.270614176885916,110.189,39.65967001114827,-41.01353065774805,12.142091415830546,-17.352247491638796
Pop_Rock,TRAACQT128F9331780.h5,484.62322,1.4861428647497337,0.3846198083067093,138.007,37.05057380191693,29.721552715654948,7.203179552715654,-19.97506517571885
Pop_Rock,TRAACSL128F93462F4.h5,164.80608,2.1914381313131317,0.4523470819304152,130.1,44.763875420875415,-17.454319865319864,68.73772222222222,-12.2650101010101
Country,TRAACTB12903CAAF15.h5,133.32853,16.415474085365855,0.343375,160.839,43.48561382113821,37.0522987804878,86.39378658536586,-12.94006300813008
Latin,TRAACZK128F4243829.h5,313.12934,11.318146811890175,0.3625314840027229,189.646,45.47180939414568,18.34579918311777,27.63418515997277,-10.934589516678011
International,TRAADED128F42741FD.h5,303.09832,6.111535678642715,0.324270375914837,128.292,42.40523053892216,-33.01780439121756,47.92093113772455,-13.549297405189622
Jazz,TRAADHS12903CE70A9.h5,456.30649,-8.421922136422136,0.3019327139639639,89.667,30.117960907335902,-71.96013996138997,-54.86812162162162,-25.19486776061776
Rock,TRAADLH12903CA70EE.h5,95.68608,7.925125586854461,0.4983603286384976,115.887,54.275271126760565,60.07509154929578,25.89983802816901,-2.8992570422535207
Rock,TRAADLN128F14832E9.h5,271.49016,4.643489571035025,0.2714896694214876,139.333,42.52464817001181,-0.546979929161747,16.203906729634,-14.048582054309326
Folk,TRAADLX128F1469250.h5,190.48444,-8.281971961152882,0.24775078320802,102.428,36.59462781954887,-39.315616541353386,-32.18449248120301,-20.236866541353383
Blues,TRAADMH128F9343E59.h5,277.78567,-0.9488411812297736,0.3294220064724919,89.984,44.4983291262136,-10.611376699029126,-12.836033009708736,-10.67578640776699
Blues,TRAADNA128F9331246.h5,248.78975,8.829331409477522,0.3665643985419197,116.721,46.11068043742407,12.972524908869987,33.54279586877278,-9.850787363304985
Pop_Rock,TRAADQX128F422B4CF.h5,175.72526,-0.0181538134150492,0.4096358529111338,141.919,39.84240449438202,-18.743576098059247,-19.223111338100104,-13.476403472931564
Electronic,TRAADRN128F932D607.h5,217.23383,15.46979130850048,0.4480863180515759,95.596,44.18574785100287,129.17242693409742,34.73447851002865,-13.439606017191975
Rock_Punk,TRAADVH128EF34DE7A.h5,344.05832,7.148239921121823,0.4162658486707566,154.953,46.41415249780894,5.203110429447853,62.36135144609991,-11.068180543382995
Jazz,TRAADYB128F92D7E73.h5,251.42812,-3.4382909620443445,0.2996073844419391,86.091,40.35772942502818,-65.0608579481398,-14.788490417136414,-15.45659639233371
Pop_Rock,TRAAEAM128F934B199.h5,206.05342,4.842603636363636,0.3847749494949495,133.144,44.45829333333334,-39.7836303030303,24.2581296969697,-13.15895515151515
Pop_Rock,TRAAEEH128E0795DFE.h5,241.162,-1.3998605341246289,0.3593781734256512,180.149,45.34725519287834,-34.70754104846686,6.2187665677547,-11.006252225519289
Electronic,TRAAELO128F9302DD1.h5,122.64444,12.939563469894471,0.3895777467411546,102.538,42.223517690875234,54.35092551210428,27.75856238361266,-12.359724394785848
Pop_Rock,TRAAEMJ128F425A917.h5,207.0722,6.27188533243486,0.3503015498652291,84.164,47.391160377358496,11.5438948787062,10.471916442048515,-9.417698113207548
Rock,TRAAENC128F1451DE9.h5,300.79955,5.491561948249619,0.3209892694063927,124.175,39.60321461187215,2.540344292237443,18.5713196347032,-16.981372602739725
Pop_Rock,TRAAEUB12903CDD3EA.h5,165.61587,5.440205996884735,0.5528868120456906,174.287,50.21385825545172,50.710205607476645,32.0933769470405,-7.317482866043613
Pop_Rock,TRAAEWG128F930B3A4.h5,187.92444,11.35432027116402,0.3365342261904762,116.823,46.65667063492064,46.172888888888885,27.03952182539682,-9.644426587301588
Punk,TRAAFJW128F428A424.h5,144.50893,6.748232783564816,0.4159305555555556,152.622,45.92794097222222,41.806171875,21.52221875,-11.044944444444443
Pop_Rock,TRAAFKJ12903D02552.h5,285.17832,7.55496483771252,0.2714757856774858,110.787,47.64947604327666,21.29008346213292,34.824047913446684,-10.193001545595052
Latin_Rock,TRAAFMS128F933AB23.h5,246.69995,5.8273704983249575,0.3030212520938023,112.903,41.79804396984924,36.11701507537688,-0.0309773869346726,-14.516273869346737
Pop_Rock,TRAAFRU128F9339158.h5,273.52771,10.686252784252783,0.3624103211603211,125.013,45.55089821289821,68.90563092463091,-19.613366744366743,-9.803039627039626
Pop_Rock,TRAAFYL128E07856A7.h5,209.29261,6.333439142461963,0.4584246196403873,140.995,50.27879114799448,30.82964038727524,8.205904564315354,-6.618979253112033
Pop_Rap,TRAAGCZ128F93210FD.h5,229.61587,6.481782604526275,0.3650190832374376,105.206,46.17850517836594,30.33005638665133,6.248407364787112,-9.571330264672037
Pop_Rock,TRAAGEC128E079252C.h5,426.89261,3.4864542980480486,0.2991549361861862,63.017,40.3798063063063,-10.879386261261262,10.764813063063064,-16.069411036036033
Electronic,TRAAGHM128EF35CF8E.h5,249.41669,1.2298174199623353,0.3108195856873822,167.92,45.040552542372886,5.606777401129945,-13.5683604519774,-11.100062146892656
Pop,TRAAGJV128F1464090.h5,136.48934,13.63392470300489,0.3897824947589098,129.122,45.11253668763104,58.18330188679245,29.65358700209644,-10.845890985324948
Pop_Rock,TRAAGKS128F9314884.h5,72.61995,4.79632421875,0.3008910590277777,89.867,45.8266875,-5.415234375,47.804619791666674,-12.524901041666666
Country,TRAAGNL128F4299BF1.h5,142.75873,6.67891533119658,0.3880397970085469,137.29,42.19590544871794,19.830240384615383,16.51961217948718,-13.87792307692308
Country,TRAAGPF12903CE027E.h5,195.91791,-0.4333415619389587,0.2458210652304009,91.487,41.71461938958707,-55.639116696588864,56.766179533213645,-15.908840215439856
Pop_Rock,TRAAGPH128F4273C8D.h5,118.33424,3.1639477880658435,0.2846666666666666,84.69,43.8984012345679,29.62315432098766,25.046836419753088,-13.584743827160494
Pop_Rock,TRAAGPJ128F428CD1B.h5,288.41751,-4.454870495495495,0.263374276061776,115.606,44.54913996138996,-27.497266409266405,-17.164877413127407,-10.998927606177608
Pop_Rock,TRAAGVM128E0784D95.h5,239.3073,7.26962514450867,0.3933898843930635,86.938,50.35059653179191,45.46933179190752,22.834816184971096,-7.004975722543353
Rap,TRAAHEG128E07861C3.h5,124.18567,4.910284097589653,0.4408816872427983,85.008,42.16872134038801,-0.9148659611992934,-15.499710758377423,-12.598074074074074
Jazz,TRAAHJX128F9312B83.h5,223.4771,1.534313864853729,0.3271926246394726,112.006,36.05651668726824,-53.1679740420272,-6.539223733003708,-17.233768850432632
Jazz,TRAAHKE128F421389B.h5,443.24526,2.39426278038602,0.2424247522170057,45.527,37.05054773082943,-51.432458528951486,24.785061032863847,-19.753111111111117
Jazz,TRAAHVY128F92E25D6.h5,294.66077,2.5223028455284555,0.303359428271702,168.307,37.03355468135327,-46.64026199842644,16.759682926829267,-18.77819590873328
Rap,TRAAHZP12903CA25F4.h5,198.3473,12.630885209066042,0.3564279015240328,175.769,38.99780539273154,77.51793903868698,-14.169153575615471,-14.40947713950762
Country,TRAAIAE128F42AC53D.h5,261.95546,-0.3293617855336367,0.2530135306019221,100.194,39.491666160849775,-30.437531107739,27.5591502276176,-17.437359635811838
Reggae,TRAAIAN12903CFF16D.h5,176.27383,2.8973923008455715,0.3359747441032488,151.911,41.69408277703605,16.07199198931909,-2.8687890520694257,-13.382751668891856
RnB,TRAAIBB12903CECB35.h5,235.91138,0.98096884827044,0.3208822720125787,161.976,40.72817806603773,-16.529590801886794,-26.58382311320755,-14.64508608490566
Pop_Rock,TRAAIDY128F92CA454.h5,239.59465,5.453472132034632,0.3483350468975468,172.398,44.78907251082251,17.241694805194808,25.41173376623377,-11.6328658008658
Blues,TRAAIGD12903CA2F3C.h5,266.05669,-0.2204550479766374,0.2465746766791823,90.101,39.80469211514393,-4.687235294117647,7.538948685857321,-17.412423028785984
RnB,TRAAIHL128F92E6DDA.h5,329.27302,6.17461339198436,0.3048040892798957,116.473,43.290778103616816,14.09219061583578,4.651846529814272,-12.330019550342133
RnB,TRAAIII128F427D5D8.h5,283.21914,1.098588713219148,0.3168252086078173,111.191,36.3623280632411,-28.568092226613967,23.60591304347826,-19.990797101449274
Pop_Rock,TRAAIYR12903CD290D.h5,212.37506,7.586093920436317,0.3857551331408405,110.745,47.925392685274296,-44.79180654475458,33.47070741097209,-9.005745909528393
Folk,TRAAJAC128F148B530.h5,338.33751,-1.1791595359727547,0.2624575351213282,130.027,37.265052362707536,-82.83837037037037,18.210767560664117,-18.629172413793103
Blues,TRAAJBU128F9326C02.h5,126.51057,-4.722439499709133,0.3513992146596859,110.168,39.54192495636998,-73.57038568935427,-8.58079057591623,-15.33510994764398
